label,n,p,k,ph,temperature,rainfall,humidity,state,year,season,area,production,fertilizer,pesticide,yield
urad,78,45,22,6.8,28.08,910.13,68.69,Andhra Pradesh,2001,Rabi       ,519831.0,338499,53090340.03,135156.06,0.439545455
wheat,78,45,22,6.8,28.08,910.13,68.69,Andhra Pradesh,2001,Rabi       ,13793.0,9486,1408679.09,3586.18,0.6275
arecanut,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,73223.0,69663,7478264.99,19037.98,0.985652174
arhar/tur,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,7236.0,5125,739012.68,1881.36,0.709130435
banana,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,43600.0,606192,4452868.0,11336.0,13.77652174
castor_seed,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,1636.0,671,167084.68,425.36,0.42952381
coconut,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,21067.0,163597000,2151572.71,5477.42,7700.721304
cotton(lint),60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,1882.0,860,192208.66,489.32,0.443913043
dry_chillies,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,14732.0,9647,1504579.16,3830.32,0.637826087
gram,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,2463.0,1295,251546.19,640.38,0.466190476
jute,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,68178.0,674603,6963019.14,17726.28,9.675652174
linseed,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,9972.0,5114,1018440.36,2592.72,0.505714286
maize,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,19600.0,13940,2001748.0,5096.0,0.608695652
masoor,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,21308.0,11217,2176186.04,5540.08,0.511904762
mesta,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,4969.0,24484,507483.97,1291.94,4.6045
moong(green_gram),60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,8206.0,3740,838078.78,2133.56,0.44173913
niger_seed,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,8914.0,4567,910386.82,2317.64,0.532777778
onion,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,7476.0,17453,763523.88,1943.76,2.351304348
other__rabi_pulses,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,108818.0,59768,11113582.34,28292.68,0.529130435
peas_&_beans_(pulses),60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,24375.0,14305,2489418.75,6337.5,0.587826087
potato,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,80056.0,620571,8176119.28,20814.56,7.350869565
rapeseed_&mustard,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,272323.0,137056,27812347.99,70803.98,0.479130435
rice,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Autumn     ,495698.0,487719,50625636.74,128881.48,1.120434783
rice,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Summer     ,325987.0,653036,33293052.31,84756.62,1.806521739
rice,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Winter     ,1714736.0,2713493,175125987.7,445831.36,1.600434783
sesamum,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,14738.0,8054,1505191.94,3831.88,0.489565217
small_millets,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Kharif     ,8480.0,4403,866062.4,2204.8,0.49173913
sugarcane,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,27166.0,1011398,2774463.58,7063.16,37.2173913
sweet_potato,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,8343.0,28665,852070.59,2169.18,3.326956522
tapioca,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,2904.0,13710,296585.52,755.04,4.384347826
tobacco,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,1195.0,593,122045.35,310.7,0.600434783
turmeric,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Whole Year ,11812.0,8164,1206359.56,3071.12,0.672173913
urad,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,41785.0,23243,4267502.05,10864.1,0.55173913
wheat,60,18,38,5.8,22.72,1808.2,74.66,Assam,2001,Rabi       ,72245.0,85300,7378381.85,18783.7,1.185217391
arecanut,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,1600.0,2500,163408.0,416.0,1.56
banana,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,2100.0,15482,214473.0,546.0,7.37
black_pepper,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,573.0,100,58520.49,148.98,0.17
cashewnut,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,54060.0,22976,5521147.8,14055.6,0.43
coconut,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,25025.0,125120000,2555803.25,6506.5,4999.8
groundnut,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Kharif     ,148.0,137,15115.24,38.48,0.93
groundnut,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Rabi       ,1515.0,2390,154726.95,393.9,1.58
other__rabi_pulses,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Rabi       ,8944.0,8085,913450.72,2325.44,0.9
other_kharif_pulses,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Kharif     ,505.0,283,51575.65,131.3,0.56
ragi,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Kharif     ,315.0,315,32170.95,81.9,1.0
rice,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Kharif     ,32746.0,79071,3344348.98,8513.96,2.41
rice,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Rabi       ,16637.0,47452,1699136.81,4325.62,2.85
sugarcane,65,25,45,6.2,27.24,1335.38,72.83,Goa,2001,Whole Year ,1205.0,70565,123066.65,313.3,58.56
arecanut,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,136065.0,182800,13896318.45,35376.9,1.292
arhar/tur,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,482100.0,147437,49236873.0,125346.0,0.37625
bajra,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,208213.0,111091,21264793.69,54135.38,0.510666667
bajra,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,442.0,221,45141.46,114.92,0.5
bajra,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,850.0,929,86810.5,221.0,1.09
black_pepper,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,9699.0,22185,990558.87,2521.74,2.213846154
castor_seed,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,21799.0,16137,2226331.87,5667.74,0.704
coconut,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,369828.0,1503638000,37770533.64,96155.28,4164.951481
coriander,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,11307.0,1845,1154783.91,2939.82,0.116818182
cotton(lint),72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,608479.0,612415,62143960.27,158204.54,1.221428571
dry_chillies,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,193067.0,126395,19717932.71,50197.42,1.082962963
ginger,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,10677.0,140539,1090442.01,2776.02,12.86277778
gram,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,479703.0,281635,48992067.39,124722.78,0.534090909
groundnut,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,854741.0,585707,87294698.33,222232.66,0.843846154
horse-gram,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,155207.0,81931,15851290.91,40353.82,0.5225
horse-gram,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,188076.0,67105,19208201.88,48899.76,0.3728
jowar,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,303308.0,379303,30976846.04,78860.08,1.202857143
jowar,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,1481089.0,980378,151263619.6,385083.14,0.604736842
jowar,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,6418.0,12385,655470.34,1668.68,1.951538462
linseed,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,19611.0,6581,2002871.43,5098.86,0.329285714
maize,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,505574.0,1274858,51634272.62,131449.24,2.663333333
maize,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,65189.0,152769,6657752.57,16949.14,2.279
maize,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,9272.0,23960,946949.36,2410.72,2.6265
mesta,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,3668.0,5195,374612.84,953.68,1.94375
moong(green_gram),72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,251332.0,65336,25668537.16,65346.32,0.31826087
moong(green_gram),72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,7111.0,2090,726246.43,1848.86,0.282941176
niger_seed,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,36198.0,7034,3696901.74,9411.48,0.213043478
onion,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,125815.0,721033,12849485.95,32711.9,7.9108
other__rabi_pulses,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,29824.0,3478,3045925.12,7754.24,0.12037037
other_kharif_pulses,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,137310.0,42618,14023470.3,35700.6,0.2764
peas_&_beans_(pulses),72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,6974.0,42197,712254.62,1813.24,6.209444444
potato,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,39156.0,473407,3999002.28,10180.56,12.815
ragi,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,903752.0,1478594,92300191.76,234975.52,1.457368421
ragi,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,40407.0,46560,4126766.91,10505.82,1.212307692
ragi,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,9271.0,14154,946847.23,2410.46,1.545833333
rapeseed_&mustard,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,7063.0,1905,721344.19,1836.38,0.221764706
rice,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,1087967.0,2393946,111114069.7,282871.42,2.154814815
rice,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,53480.0,99699,5461912.4,13904.8,1.840714286
rice,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,276277.0,740400,28216170.01,71832.02,2.4368
safflower,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,92029.0,72794,9398921.77,23927.54,0.714666667
sannhamp,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,2555.0,634,260942.15,664.3,0.238333333
sesamum,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,73064.0,27086,7462026.32,18996.64,0.386
small_millets,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,70091.0,36856,7158393.83,18223.66,0.609545455
soyabean,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,48444.0,40217,4947585.72,12595.44,0.808
sugarcane,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,406950.0,33016618,41561803.5,105807.0,84.00269231
sunflower,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,124184.0,59516,12682911.92,32287.84,0.520833333
sunflower,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,418198.0,168890,42710561.74,108731.48,0.556363636
sunflower,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Summer     ,41936.0,34270,4282923.68,10903.36,0.820526316
turmeric,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Whole Year ,7058.0,36369,720833.54,1835.08,4.797272727
urad,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Kharif     ,150588.0,55626,15379552.44,39152.88,0.347619048
urad,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,11853.0,4448,1210546.89,3081.78,0.347142857
wheat,72,42,25,6.9,23.37,919.93,69.6,Karnataka,2001,Rabi       ,260486.0,198822,26603435.18,67726.36,0.777333333
arecanut,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,93193.0,84679,9517801.09,24230.18,0.772857143
banana,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,50871.0,375903,5195455.23,13226.46,7.347857143
black_pepper,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,203956.0,58240,20830026.28,53028.56,0.214285714
cardamom,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,41336.0,8380,4221645.68,10747.36,0.057272727
cashewnut,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,89718.0,65867,9162899.34,23326.68,0.525
coconut,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,905718.0,5479000000,92500979.34,235486.68,5636.355
cotton(lint),65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Kharif     ,3760.0,6069,384008.8,977.6,1.61
garlic,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,293.0,4981,29924.09,76.18,17.0
ginger,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,10706.0,40181,1093403.78,2783.56,3.167857143
groundnut,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Kharif     ,2437.0,1812,248890.81,633.62,0.74
jowar,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Kharif     ,2902.0,1478,296381.26,754.52,0.4025
ragi,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Kharif     ,1947.0,1575,198847.11,506.22,0.766666667
rice,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Autumn     ,116540.0,235838,11902230.2,30300.4,1.886923077
rice,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Summer     ,43850.0,105032,4478400.5,11401.0,2.151428571
rice,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Winter     ,161978.0,362634,16542813.14,42114.28,2.153571429
sesamum,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Kharif     ,878.0,284,89670.14,228.28,0.325
sugarcane,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,3267.0,269780,333658.71,849.42,88.77583333
sweet_potato,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,747.0,8672,76291.11,194.22,11.49153846
tapioca,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,111189.0,2455880,11355732.57,28909.14,23.09642857
tobacco,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,71.0,395,7251.23,18.46,5.56
turmeric,65,28,50,5.7,26.63,2171.67,81.61,Kerala,2001,Whole Year ,3558.0,7895,363378.54,925.08,2.066428571
arecanut,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,11128.0,14101,1136502.64,2893.28,1.185714286
arhar/tur,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,818.0,631,83542.34,212.68,0.793333333
castor_seed,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,25.0,13,2553.25,6.5,0.5
cotton(lint),52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,7323.0,7873,747897.99,1903.98,1.05
dry_chillies,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,1825.0,1158,186387.25,474.5,0.655714286
ginger,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,8897.0,36590,908650.61,2313.22,5.837142857
gram,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Rabi       ,489.0,299,49941.57,127.14,0.583333333
jute,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,4061.0,25057,414749.93,1055.86,6.236666667
maize,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,16866.0,25247,1722524.58,4385.16,1.471428571
mesta,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,4550.0,24526,464691.5,1183.0,4.96
potato,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,18151.0,159032,1853761.63,4719.26,7.288571429
rapeseed_&mustard,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Rabi       ,7156.0,4782,730842.28,1860.56,0.581428571
rice,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,107761.0,188971,11005630.93,28017.86,1.751428571
sesamum,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,1331.0,694,135935.03,346.06,0.568571429
small_millets,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,2720.0,2152,277793.6,707.2,0.847142857
soyabean,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Kharif     ,981.0,939,100189.53,255.06,0.912857143
sugarcane,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,83.0,226,8476.79,21.58,2.278
sweet_potato,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,4942.0,16627,504726.46,1284.92,3.447142857
tapioca,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,3971.0,20637,405558.23,1032.46,6.401428571
tobacco,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,728.0,480,74350.64,189.28,0.562
turmeric,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Whole Year ,1523.0,8577,155543.99,395.98,5.511428571
wheat,52,16,33,5.6,17.85,2427.05,78.14,Meghalaya,2001,Rabi       ,2753.0,4812,281163.89,715.78,1.455
arecanut,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,65.0,137,6638.45,16.9,2.11
bajra,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,162.0,345,16545.06,42.12,2.13
banana,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,225.0,7461,22979.25,58.5,25.375
black_pepper,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,12.0,11,1225.56,3.12,0.92
cashewnut,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,191.0,134,19506.83,49.66,1.063333333
coconut,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,2282.0,22204000,233060.66,593.32,9725.08
coriander,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,2.0,1,204.26,0.52,0.5
cotton(lint),88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,575.0,2965,58724.75,149.5,5.23
ginger,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,171.0,89,17464.23,44.46,0.375
groundnut,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,1229.0,1915,125517.77,319.54,1.195
moong(green_gram),88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Rabi       ,544.0,105,55558.72,141.44,0.236666667
onion,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,16.0,251,1634.08,4.16,15.69
other__rabi_pulses,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Rabi       ,116.0,91,11847.08,30.16,0.68
ragi,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,138.0,325,14093.94,35.88,2.36
rapeseed_&mustard,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Rabi       ,71.0,530,7251.23,18.46,6.345
rice,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Kharif     ,26263.0,66868,2682240.19,6828.38,2.415
sugarcane,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,2117.0,197412,216209.21,550.42,91.64
tapioca,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Whole Year ,464.0,15540,47388.32,120.64,21.5
urad,88,55,40,7.0,28.23,1021.13,74.02,Puducherry,2001,Rabi       ,811.0,267,82827.43,210.86,0.423333333
arecanut,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,9276.0,14885,947357.88,2411.76,1.861764706
arhar/tur,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,3938.0,3268,402187.94,1023.88,0.816923077
bajra,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,425.0,322,43405.25,110.5,0.855
barley,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,2622.0,2825,267784.86,681.72,1.0675
cardamom,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,2875.0,704,293623.75,747.5,0.24
castor_seed,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,80.0,73,8170.4,20.8,0.91
coconut,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,38404.0,331603800,3922200.52,9985.04,12368.60944
cotton(lint),85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,1795.0,4481,183323.35,466.7,1.993333333
dry_chillies,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,60998.0,54530,6229725.74,15859.48,0.937777778
ginger,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,8133.0,16070,830623.29,2114.58,1.52
gram,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,50832.0,43235,5191472.16,13216.32,0.819285714
groundnut,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,2197.0,2126,224379.61,571.22,1.16625
groundnut,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,8679.0,11650,886386.27,2256.54,1.285384615
groundnut,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Summer     ,26029.0,41879,2658341.77,6767.54,1.385
horse-gram,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,3681.0,3167,375940.53,957.06,0.651111111
jowar,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,1194.0,658,121943.22,310.44,0.611428571
jute,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,651814.0,8836168,66569763.82,169471.64,15.42705882
khesari,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,34665.0,28701,3540336.45,9012.9,0.82625
linseed,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,11334.0,4655,1157541.42,2946.84,0.371428571
maize,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,33288.0,86409,3399703.44,8654.88,2.314285714
masoor,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,71377.0,37422,7289733.01,18558.02,0.574705882
mesta,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,10632.0,91297,1085846.16,2764.32,7.960833333
moong(green_gram),85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,619.0,311,63218.47,160.94,0.556666667
moong(green_gram),85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,1814.0,998,185263.82,471.64,0.569
moong(green_gram),85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Summer     ,8468.0,4733,864836.84,2201.68,0.549444444
niger_seed,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,6362.0,3229,649751.06,1654.12,0.466666667
other_kharif_pulses,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,1593.0,865,162693.09,414.18,0.605
peas_&_beans_(pulses),85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,8836.0,5602,902420.68,2297.36,0.596666667
potato,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,299821.0,7822363,30620718.73,77953.46,21.95444444
ragi,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,12730.0,14558,1300114.9,3309.8,0.862
rapeseed_&mustard,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,439578.0,336547,44894101.14,114290.28,0.688333333
rice,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Autumn     ,353048.0,731778,36056792.24,91792.48,2.094705882
rice,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Summer     ,1366273.0,4166145,139537461.5,355230.98,2.788823529
rice,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Winter     ,3783766.0,8917625,386436021.6,983779.16,2.235294118
safflower,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,58.0,22,5923.54,15.08,0.385
sannhamp,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,1515.0,7365,154726.95,393.9,4.812857143
sesamum,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,108557.0,90837,11086926.41,28224.82,0.725555556
small_millets,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,4610.0,3125,470819.3,1198.6,0.796666667
soyabean,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,516.0,308,52699.08,134.16,0.5375
sugarcane,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,19598.0,1513656,2001543.74,5095.48,79.67857143
sunflower,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,1279.0,1691,130624.27,332.54,1.048
tobacco,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,9718.0,5300,992499.34,2526.68,0.652
turmeric,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Whole Year ,12794.0,22031,1306651.22,3326.44,1.602222222
urad,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Kharif     ,49291.0,32299,5034089.83,12815.66,0.600555556
urad,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,13499.0,14187,1378652.87,3509.74,0.892727273
wheat,85,40,45,6.2,25.74,1600.02,73.31,West Bengal,2001,Rabi       ,434004.0,961533,44324828.52,112841.04,2.109444444
arecanut,78,45,22,6.8,28.54,768.22,66.52,Andhra Pradesh,2002,Whole Year ,296.0,427,28022.32,74.0,1.4525
arhar/tur,78,45,22,6.8,28.54,768.22,66.52,Andhra Pradesh,2002,Kharif     ,423436.0,147361,40086686.12,105859.0,0.337727273
