label,n,p,k,ph,temperature,rainfall,humidity,soil_moisture,soil_type,organic_carbon,sunlight_hours,wind_speed,region,altitude,season,irrigation_type,fertilizer,pesticide,yield
cotton,173,69,21,5.64,39.26,2767.57,55.92,38.88,Loamy,1.51,9.26,10.48,North,1367,Rabi,Canal,65.68,12.95,7.04
cotton,178,43,130,4.81,17.38,1818.76,65.02,57.76,Silt,1.55,10.16,5.76,West,556,Zaid,Rainfed,112.39,24.8,6.37
cotton,64,85,24,7.06,29.6,334.53,42.6,54.66,Sandy,1.43,7.0,10.3,South,336,Kharif,Drip,103.22,7.88,4.85
cotton,90,57,134,5.4,34.99,2172.69,55.07,38.32,Loamy,0.3,8.42,11.34,East,418,Rabi,Canal,104.14,6.47,7.59
cotton,162,65,82,6.98,20.91,1530.81,55.04,20.35,Sandy,1.15,4.06,15.54,North,1855,Kharif,Sprinkler,114.88,4.74,5.73
cotton,168,85,111,6.36,26.42,2327.57,71.51,33.67,Sandy,0.49,4.78,4.4,Central,2188,Rabi,Canal,119.02,1.18,9.15
cotton,175,88,136,5.35,34.36,1393.11,52.85,23.83,Clay,0.96,10.44,15.02,West,153,Rabi,Canal,165.31,8.62,7.35
cotton,88,19,77,7.53,10.03,2402.66,73.84,24.63,Loamy,1.49,7.99,3.27,West,980,Rabi,Canal,240.25,19.89,7.67
cotton,33,23,55,7.66,13.69,1631.89,31.51,34.43,Sandy,0.8,8.69,1.98,Central,900,Kharif,Rainfed,97.81,12.36,5.88
cotton,133,28,143,8.01,36.65,685.15,47.95,31.08,Loamy,0.92,10.46,3.36,Central,608,Kharif,Sprinkler,172.93,14.27,5.8
cotton,42,17,116,5.75,17.44,569.97,33.36,36.57,Loamy,1.57,7.11,13.41,North,1701,Rabi,Canal,79.24,9.57,7.31
cotton,66,69,147,6.14,24.03,417.02,57.58,64.73,Clay,0.48,9.96,17.82,South,995,Kharif,Canal,250.5,21.89,8.87
cotton,65,61,80,7.08,18.43,1283.78,52.2,57.76,Sandy,0.61,6.03,15.82,West,784,Kharif,Sprinkler,126.08,2.13,5.99
cotton,36,66,60,6.7,12.91,2023.67,85.73,43.75,Clay,0.49,6.35,12.48,East,913,Rabi,Canal,73.52,9.52,6.75
cotton,74,28,38,5.26,31.11,646.92,52.78,20.43,Clay,1.39,4.24,14.56,South,73,Kharif,Canal,128.2,4.45,1.76
cotton,86,21,81,7.39,12.59,1075.47,85.74,17.06,Clay,1.25,8.01,16.9,West,1633,Kharif,Rainfed,171.26,4.26,5.57
cotton,37,53,35,7.82,24.87,1265.49,57.38,45.56,Clay,1.15,6.44,3.62,East,1096,Rabi,Canal,320.84,19.42,7.96
cotton,146,49,135,5.36,20.63,869.88,57.15,39.91,Silt,0.77,4.55,2.45,West,215,Rabi,Canal,117.55,6.37,7.74
cotton,46,43,41,7.91,23.49,2470.54,72.27,16.53,Silt,1.38,7.9,5.26,East,938,Zaid,Canal,319.31,18.99,8.53
cotton,93,67,59,6.19,33.87,1518.64,51.38,60.03,Loamy,1.39,7.43,9.02,West,1947,Zaid,Canal,98.08,16.6,7.17
cotton,40,83,26,6.16,39.63,2370.61,62.54,32.7,Clay,0.92,10.13,10.84,North,904,Rabi,Rainfed,202.38,12.55,7.69
cotton,100,18,95,6.29,20.36,309.09,40.18,40.5,Clay,0.35,9.06,4.32,South,711,Zaid,Canal,158.53,16.62,4.65
cotton,79,29,71,7.23,19.42,1892.53,36.71,63.91,Loamy,0.67,9.62,8.25,East,1330,Kharif,Canal,178.55,7.27,7.94
cotton,69,41,56,8.12,30.91,436.55,64.37,43.27,Silt,1.43,10.94,1.69,West,1388,Zaid,Canal,72.55,18.12,4.03
cotton,101,87,79,7.79,26.98,882.37,41.83,45.49,Sandy,0.33,4.47,9.83,Central,966,Zaid,Drip,204.06,16.47,6.77
cotton,139,35,51,7.63,21.64,2727.08,77.79,43.73,Clay,1.33,5.34,11.81,Central,697,Zaid,Drip,63.85,22.96,5.9
cotton,65,47,136,7.25,31.68,2599.98,59.47,47.82,Loamy,0.9,10.42,5.16,Central,1768,Zaid,Rainfed,258.49,12.44,8.84
cotton,111,72,117,7.04,36.71,845.78,43.84,20.98,Sandy,1.56,9.69,5.77,North,750,Zaid,Sprinkler,88.17,12.7,3.99
cotton,51,96,66,6.85,26.99,790.4,82.49,31.67,Loamy,1.55,5.95,5.2,East,546,Rabi,Canal,204.12,3.52,6.31
cotton,148,42,61,6.86,34.54,781.05,49.83,22.9,Silt,0.32,8.12,1.15,West,1879,Kharif,Rainfed,74.49,1.05,6.55
cotton,75,30,103,6.66,33.31,2631.92,43.95,34.39,Loamy,0.9,10.12,14.03,South,1904,Kharif,Rainfed,174.82,6.09,8.2
cotton,128,89,54,6.9,25.83,776.79,79.69,32.14,Clay,1.41,10.1,13.86,Central,646,Zaid,Drip,294.83,3.89,7.51
cotton,135,72,45,6.01,36.87,1626.34,51.48,29.57,Loamy,0.78,5.1,7.36,South,1013,Kharif,Sprinkler,328.09,6.8,9.53
cotton,170,46,145,7.03,27.17,1530.46,72.86,34.28,Sandy,0.61,7.92,17.37,West,1977,Zaid,Drip,116.13,16.59,8.16
cotton,47,54,44,6.85,31.44,2466.11,71.69,34.38,Sandy,0.6,7.66,9.66,Central,1883,Zaid,Sprinkler,152.14,22.1,8.19
cotton,174,77,46,5.38,21.41,879.9,53.42,58.51,Silt,1.2,8.04,11.81,North,104,Zaid,Canal,300.9,17.95,8.41
cotton,135,88,30,4.9,18.76,2464.46,64.37,27.84,Silt,1.53,9.36,7.53,East,500,Rabi,Canal,90.8,20.38,7.89
cotton,92,71,49,7.03,25.32,614.56,44.85,28.9,Sandy,1.05,4.42,1.9,Central,1245,Zaid,Rainfed,239.49,22.97,7.28
cotton,177,16,43,7.46,10.06,1539.22,54.05,27.28,Clay,1.32,10.22,5.95,North,1976,Rabi,Rainfed,336.08,5.01,6.49
cotton,111,82,27,7.07,11.99,321.47,46.98,63.46,Silt,0.69,10.22,11.58,South,647,Rabi,Sprinkler,228.73,23.38,7.93
cotton,105,43,103,6.58,15.52,568.48,36.07,61.62,Silt,1.23,6.22,12.89,South,1029,Zaid,Canal,113.66,10.8,6.62
cotton,91,74,79,7.05,18.53,569.32,33.89,46.01,Sandy,1.13,7.21,6.54,West,1515,Kharif,Rainfed,172.2,13.14,6.44
cotton,170,72,48,6.17,34.5,930.34,38.0,41.93,Sandy,1.57,9.3,14.76,North,1634,Rabi,Canal,119.44,19.33,7.59
cotton,138,55,38,8.2,17.95,2402.01,81.41,33.63,Clay,1.34,9.59,14.95,Central,28,Rabi,Drip,246.92,0.4,6.42
cotton,106,40,76,6.38,37.1,1673.68,70.87,24.51,Clay,1.37,4.55,1.04,West,367,Zaid,Drip,144.67,24.75,7.34
cotton,119,65,87,6.52,16.41,2474.98,37.86,32.58,Clay,0.35,9.83,7.0,North,699,Rabi,Canal,345.56,13.79,10.53
cotton,124,66,122,7.16,28.01,2505.23,86.67,25.22,Loamy,1.57,8.39,14.3,West,1290,Zaid,Canal,255.79,21.56,10.68
cotton,161,65,148,6.54,38.4,1266.93,79.43,18.84,Silt,0.66,8.55,4.64,West,271,Zaid,Rainfed,288.74,8.41,7.03
cotton,91,95,82,7.47,33.72,1521.44,81.6,18.88,Sandy,1.59,9.5,6.11,South,1823,Zaid,Canal,285.71,9.67,6.96
cotton,105,98,64,5.84,37.62,1126.13,52.94,29.4,Clay,1.49,7.47,15.0,Central,569,Kharif,Drip,246.98,4.82,8.07
cotton,179,51,91,7.32,32.65,2083.11,86.22,62.5,Clay,0.42,9.83,17.4,Central,2148,Kharif,Canal,312.17,13.56,8.47
cotton,74,40,143,6.3,37.42,1217.65,74.65,35.75,Silt,0.53,8.74,8.79,Central,302,Kharif,Drip,205.28,0.31,8.0
cotton,143,23,96,6.68,35.67,2611.72,45.3,33.69,Clay,1.22,4.2,13.56,South,2150,Rabi,Sprinkler,185.76,24.56,8.18
cotton,138,49,147,5.15,39.09,1947.82,59.88,17.11,Silt,0.52,7.92,7.1,Central,484,Zaid,Canal,303.97,11.27,9.95
cotton,37,88,53,5.39,22.22,2247.13,47.6,31.98,Sandy,1.23,8.23,17.86,North,1935,Kharif,Sprinkler,224.07,16.87,5.87
cotton,140,27,52,5.94,38.98,574.25,39.86,45.67,Silt,0.95,7.06,11.24,North,724,Rabi,Drip,89.5,22.72,4.41
cotton,59,31,139,7.13,15.12,455.59,50.87,61.66,Loamy,1.29,4.15,3.01,West,1843,Kharif,Drip,341.65,7.55,9.18
cotton,111,71,42,7.99,21.86,2605.49,74.49,58.21,Sandy,0.48,6.11,6.26,West,1634,Kharif,Drip,92.13,20.2,5.69
cotton,110,90,133,7.1,26.0,1751.11,83.04,46.13,Silt,0.98,9.41,7.17,East,1850,Kharif,Drip,193.26,20.06,7.23
cotton,140,77,89,7.09,28.29,401.46,45.98,59.45,Silt,1.45,9.32,3.87,East,1149,Kharif,Canal,141.83,8.48,9.48
cotton,41,99,93,7.41,33.15,2462.8,87.13,34.23,Silt,0.64,6.76,4.99,Central,1752,Kharif,Drip,299.42,1.71,8.54
cotton,71,35,147,6.2,18.44,2644.62,71.3,44.93,Silt,1.48,7.86,4.95,North,223,Kharif,Canal,114.02,15.19,7.2
cotton,132,35,73,5.86,15.25,1120.1,33.05,32.71,Sandy,0.62,6.83,3.31,South,511,Kharif,Canal,94.93,5.21,7.04
cotton,57,46,60,6.79,16.76,2171.18,78.41,54.39,Clay,0.53,5.19,13.84,West,1291,Zaid,Rainfed,70.17,15.68,6.19
cotton,128,20,142,7.62,29.86,2597.62,50.85,35.75,Sandy,1.37,10.52,15.56,East,914,Rabi,Sprinkler,69.83,8.56,6.85
cotton,57,23,129,7.02,36.05,2308.93,62.23,25.9,Silt,0.58,7.76,13.0,West,318,Kharif,Sprinkler,262.46,13.38,8.92
cotton,143,86,75,7.73,35.03,2468.52,32.95,32.53,Sandy,0.9,4.73,2.1,North,1958,Rabi,Canal,149.48,22.7,7.3
cotton,147,56,37,6.43,35.1,496.91,57.83,49.7,Silt,0.65,5.83,11.4,East,75,Zaid,Sprinkler,202.99,10.3,4.75
cotton,102,48,148,6.9,39.98,2356.14,48.57,55.0,Clay,0.8,4.12,2.23,Central,126,Rabi,Rainfed,164.12,24.74,8.93
cotton,96,19,33,5.14,36.15,2559.47,55.72,63.9,Loamy,0.54,4.01,1.3,East,1252,Kharif,Sprinkler,304.8,13.66,10.47
cotton,34,62,135,6.85,32.91,2070.19,81.23,33.98,Silt,1.1,8.73,9.65,East,492,Rabi,Drip,265.1,6.57,9.43
cotton,124,71,138,6.22,32.83,741.41,59.91,61.88,Sandy,1.12,8.66,14.73,West,1294,Kharif,Sprinkler,293.39,4.03,8.02
cotton,158,78,31,5.1,22.39,2375.19,86.04,19.74,Clay,0.97,9.09,9.52,Central,467,Zaid,Canal,270.6,18.13,8.24
cotton,151,28,103,6.83,19.6,2178.37,39.06,30.82,Clay,0.31,9.94,14.7,Central,1727,Zaid,Canal,233.16,13.13,8.29
cotton,113,85,63,7.83,16.28,2663.44,48.28,29.92,Loamy,1.3,9.75,15.65,North,2080,Kharif,Sprinkler,330.37,23.7,9.72
cotton,67,58,40,7.55,30.06,2237.11,39.36,18.23,Sandy,1.07,10.82,15.2,North,1864,Kharif,Canal,271.13,15.44,7.56
cotton,137,33,132,7.7,38.97,667.28,42.34,53.64,Clay,0.68,9.34,8.94,East,983,Kharif,Rainfed,214.61,8.78,6.8
cotton,69,58,81,6.78,12.69,2415.58,57.21,20.6,Clay,0.56,9.98,17.51,East,1412,Zaid,Drip,148.47,20.46,6.72
cotton,85,99,68,7.61,30.14,331.38,81.98,23.76,Clay,1.45,10.12,7.77,West,1845,Rabi,Rainfed,141.95,8.5,6.43
cotton,131,45,50,8.06,39.69,1273.8,88.48,30.29,Sandy,1.31,7.28,12.96,North,889,Rabi,Drip,337.58,8.6,9.08
cotton,158,85,145,5.42,33.39,1955.41,72.78,33.56,Loamy,1.0,6.57,5.87,North,133,Zaid,Sprinkler,177.13,14.87,9.66
cotton,119,62,85,6.34,20.99,2752.83,87.96,64.45,Clay,0.69,5.2,12.0,West,360,Rabi,Drip,340.51,3.0,11.36
cotton,170,77,30,6.77,39.3,2746.04,43.9,63.48,Sandy,1.03,4.85,2.92,South,563,Zaid,Drip,332.47,15.81,10.36
cotton,35,20,57,6.29,11.62,2780.46,80.23,51.29,Clay,1.3,9.84,15.45,North,1698,Kharif,Rainfed,171.5,8.67,6.9
cotton,172,59,84,6.95,38.75,2090.54,50.94,64.63,Sandy,1.48,5.37,7.29,East,163,Zaid,Canal,163.64,14.65,10.38
cotton,35,38,147,6.94,22.79,2572.25,44.89,31.66,Silt,0.74,4.0,9.59,West,972,Kharif,Canal,109.3,11.09,6.28
cotton,78,28,89,5.38,12.88,1233.37,59.28,49.1,Loamy,0.32,9.75,4.44,South,143,Kharif,Rainfed,213.63,18.53,6.34
cotton,34,76,63,7.02,14.66,735.42,68.81,42.99,Loamy,1.03,8.27,14.82,North,42,Kharif,Canal,139.59,10.91,5.77
cotton,163,15,119,7.59,11.87,1477.78,66.03,40.62,Loamy,1.22,8.03,3.15,South,403,Kharif,Canal,126.63,22.75,7.84
cotton,164,38,134,4.87,11.74,2435.58,71.82,58.36,Sandy,1.5,8.51,17.29,Central,1985,Kharif,Drip,250.91,12.44,9.02
cotton,48,44,35,8.2,24.48,1444.64,82.42,30.59,Clay,1.2,8.11,9.7,West,2023,Zaid,Canal,132.45,22.99,5.37
cotton,177,63,38,6.48,16.68,1378.29,59.38,21.63,Clay,1.11,4.36,13.74,West,732,Rabi,Rainfed,317.9,14.33,8.96
cotton,174,29,91,4.82,34.28,610.0,70.41,61.44,Clay,0.62,9.22,11.54,Central,615,Kharif,Rainfed,249.3,2.22,6.22
cotton,100,95,123,6.44,15.61,1065.52,38.76,41.0,Clay,0.75,5.05,9.17,North,80,Kharif,Sprinkler,274.19,16.9,8.85
cotton,141,60,59,6.72,10.05,1701.92,42.41,49.76,Sandy,0.98,5.13,12.89,West,1932,Rabi,Canal,193.43,5.25,8.2
cotton,57,79,127,5.6,29.04,569.35,48.22,25.25,Silt,0.44,9.32,8.31,West,14,Kharif,Canal,299.88,23.29,7.7
cotton,125,48,31,7.92,15.83,1959.77,46.78,43.05,Loamy,0.96,9.63,10.81,South,831,Rabi,Canal,134.41,0.17,7.22
cotton,74,23,99,4.97,35.13,2327.16,78.33,48.02,Clay,1.12,10.44,1.7,East,2027,Zaid,Rainfed,112.51,4.66,7.59
cotton,137,74,72,7.05,28.99,353.74,62.5,59.21,Clay,0.43,6.96,1.23,East,1687,Kharif,Rainfed,266.18,20.87,6.81
cotton,154,82,121,5.73,27.18,1332.24,68.87,30.55,Sandy,0.92,6.52,16.83,North,2185,Zaid,Canal,295.52,8.88,9.56
cotton,59,21,23,5.87,39.66,2108.94,30.02,49.34,Loamy,0.62,7.33,15.1,South,347,Zaid,Rainfed,75.62,1.66,7.21
cotton,155,58,59,6.36,34.52,1059.95,74.5,21.22,Clay,0.88,10.4,16.82,North,1582,Rabi,Canal,293.01,13.29,7.54
cotton,163,33,77,5.92,23.02,506.88,73.97,20.6,Silt,1.01,10.98,2.53,East,1324,Zaid,Canal,314.81,14.22,7.18
cotton,137,33,37,4.83,17.31,673.22,50.98,18.51,Sandy,1.4,9.25,8.75,East,1296,Kharif,Rainfed,159.95,4.49,4.49
cotton,122,66,148,7.11,23.88,1658.99,85.98,34.61,Clay,1.31,4.76,9.79,Central,64,Rabi,Rainfed,174.04,14.01,9.04
cotton,35,61,20,5.32,33.5,1081.23,34.48,42.17,Silt,1.14,10.76,8.35,Central,1512,Rabi,Canal,282.53,7.07,7.36
cotton,35,76,43,7.28,21.42,1869.82,79.02,16.27,Silt,0.92,10.47,10.82,South,1439,Zaid,Rainfed,342.57,4.99,6.61
cotton,152,73,33,7.92,29.26,2210.85,81.06,15.31,Silt,0.39,10.45,12.26,West,852,Kharif,Canal,300.08,12.52,7.46
cotton,135,77,85,4.97,33.28,2313.71,44.68,17.04,Sandy,1.52,6.86,14.82,East,2135,Zaid,Rainfed,240.0,6.57,8.36
cotton,168,26,101,6.8,12.05,521.07,88.68,47.66,Clay,0.75,9.2,3.58,Central,555,Kharif,Rainfed,100.15,22.01,6.49
cotton,32,22,96,8.02,36.56,924.87,66.24,47.37,Clay,1.0,4.04,17.49,Central,1480,Kharif,Drip,119.34,15.35,3.96
cotton,166,69,129,5.75,18.4,1619.44,31.19,19.6,Clay,0.99,10.68,2.63,North,501,Rabi,Drip,311.01,13.32,10.39
cotton,142,21,53,8.1,28.55,1402.52,32.22,30.73,Silt,0.79,5.14,6.49,South,2001,Zaid,Drip,240.5,19.82,4.74
cotton,52,83,130,8.18,23.88,2674.56,81.59,45.01,Sandy,0.71,7.81,15.13,West,2114,Rabi,Canal,151.95,2.34,7.0
cotton,107,57,42,4.85,19.93,1426.56,87.73,20.4,Loamy,0.58,4.02,10.9,West,1051,Zaid,Canal,232.95,2.99,7.07
cotton,145,49,92,8.11,34.1,2201.35,89.27,26.61,Silt,1.25,4.03,2.61,Central,1466,Rabi,Drip,152.63,3.82,7.04
cotton,114,19,28,4.97,31.51,2246.22,49.95,61.63,Loamy,1.25,4.89,10.98,North,1349,Zaid,Canal,264.07,16.83,8.58
cotton,35,58,56,5.19,19.83,2337.68,86.86,32.69,Clay,1.12,4.59,12.45,East,712,Rabi,Rainfed,137.6,1.72,5.64
cotton,153,98,142,6.28,38.78,2705.94,53.02,30.48,Loamy,1.01,8.14,4.05,Central,2087,Rabi,Rainfed,263.38,13.63,10.04
cotton,149,41,48,5.66,37.11,1876.0,36.17,57.81,Loamy,1.45,6.45,2.64,West,772,Zaid,Drip,235.75,16.45,9.45
cotton,147,83,56,7.84,29.25,2504.98,80.64,53.41,Clay,0.67,10.94,17.59,West,903,Kharif,Sprinkler,143.15,13.67,8.39
cotton,122,87,139,7.7,36.87,1633.64,76.03,16.41,Sandy,1.45,9.92,16.88,South,155,Rabi,Canal,99.41,10.69,3.52
cotton,135,78,31,6.66,33.49,2799.07,52.09,16.06,Loamy,0.31,5.79,15.31,South,774,Kharif,Canal,87.85,17.63,6.26
cotton,50,64,21,7.59,30.29,600.82,71.73,52.13,Clay,0.59,8.0,5.38,South,1916,Kharif,Drip,106.75,17.3,3.68
cotton,54,53,97,5.95,32.45,964.52,82.35,30.39,Sandy,1.47,5.22,8.84,East,1071,Rabi,Rainfed,309.63,16.38,7.7
cotton,92,19,42,5.03,38.4,2374.75,35.41,16.19,Silt,1.01,4.8,10.26,West,642,Kharif,Drip,253.99,17.9,6.46
cotton,175,54,114,4.9,13.34,2147.52,37.49,55.26,Sandy,0.85,5.11,3.04,Central,2117,Rabi,Canal,257.94,7.93,8.69
cotton,140,23,112,7.32,36.13,348.54,79.04,55.34,Sandy,0.59,6.09,2.87,Central,546,Kharif,Sprinkler,289.67,22.37,7.81
cotton,108,28,114,7.1,16.69,1638.12,82.58,35.65,Loamy,1.27,6.96,3.73,Central,1420,Zaid,Rainfed,251.37,21.08,8.5
cotton,38,54,139,7.84,24.22,1715.13,85.28,47.42,Sandy,0.82,4.21,15.0,East,919,Rabi,Sprinkler,110.75,8.43,5.81
cotton,104,89,29,6.35,20.97,1823.43,84.19,43.64,Silt,1.59,10.58,13.18,North,569,Kharif,Canal,284.41,9.96,7.2
cotton,71,29,102,7.38,16.14,580.27,51.29,34.54,Sandy,0.34,6.35,4.77,East,1545,Rabi,Drip,332.66,18.65,7.6
cotton,166,51,39,7.25,36.96,1219.35,32.32,54.24,Loamy,0.4,8.29,15.91,North,562,Kharif,Canal,64.66,14.16,4.99
cotton,124,48,97,7.97,32.79,1502.72,88.61,23.61,Sandy,1.37,10.56,14.46,North,290,Rabi,Sprinkler,341.74,22.43,7.94
cotton,61,46,139,6.6,21.6,1121.86,66.65,16.29,Sandy,1.45,9.64,3.81,West,657,Rabi,Rainfed,68.45,14.11,2.58
cotton,75,17,56,5.44,17.01,1632.85,55.32,42.8,Sandy,0.88,8.98,15.87,East,357,Kharif,Sprinkler,181.13,0.93,7.24
cotton,136,88,25,6.44,37.51,356.74,74.91,51.56,Clay,1.08,8.54,11.43,East,172,Zaid,Sprinkler,267.44,3.95,9.2
cotton,140,87,28,4.84,13.82,1351.76,79.65,39.94,Silt,1.42,8.11,15.62,Central,1740,Rabi,Sprinkler,175.59,14.73,5.66
cotton,53,40,45,6.32,26.2,757.77,43.14,62.78,Sandy,0.37,6.53,16.58,Central,278,Zaid,Drip,207.98,15.76,6.35
cotton,33,83,96,7.43,17.11,323.59,40.86,55.09,Sandy,1.08,5.26,6.17,West,1633,Rabi,Rainfed,285.33,10.53,8.42
cotton,79,65,28,7.98,17.62,815.89,57.63,47.07,Silt,0.36,4.39,5.62,Central,1567,Zaid,Canal,160.41,2.52,5.3
cotton,173,21,96,7.31,33.3,2719.63,45.11,60.03,Sandy,0.92,9.31,5.53,West,1510,Kharif,Canal,196.45,12.75,10.68
cotton,54,23,125,6.0,31.29,368.18,89.77,54.08,Loamy,1.09,10.0,6.76,North,1783,Rabi,Canal,198.78,4.13,7.17
cotton,109,47,38,6.49,31.59,1778.72,81.28,52.83,Silt,0.32,6.33,6.98,Central,967,Rabi,Sprinkler,213.05,19.77,11.38
cotton,125,65,137,4.94,36.63,1622.2,64.19,54.74,Loamy,1.54,8.82,11.09,Central,1476,Rabi,Sprinkler,338.35,17.26,7.15
cotton,153,39,77,6.43,36.91,2165.52,35.45,25.61,Clay,1.57,5.16,8.44,East,2023,Zaid,Rainfed,262.45,20.27,8.09
cotton,159,25,131,4.97,39.68,414.99,85.37,59.2,Clay,0.84,4.83,1.18,Central,1392,Kharif,Rainfed,273.28,3.44,6.57
cotton,58,50,125,6.66,15.72,1541.12,64.91,38.5,Sandy,1.45,5.55,7.82,East,1629,Zaid,Drip,70.45,2.02,6.71
cotton,44,35,23,5.07,29.69,2362.48,43.66,22.74,Loamy,0.65,5.22,15.12,East,2073,Zaid,Rainfed,104.9,11.21,3.18
cotton,107,74,124,5.96,13.89,2722.69,33.09,59.1,Silt,1.02,4.91,1.36,South,740,Zaid,Sprinkler,281.55,20.47,11.82
cotton,130,48,31,5.77,17.32,882.86,66.48,29.98,Loamy,1.46,10.47,1.08,Central,530,Kharif,Canal,62.85,5.43,6.99
cotton,156,61,84,4.92,39.25,1304.4,42.48,58.41,Clay,1.38,8.31,17.76,West,1415,Zaid,Canal,188.35,24.13,5.76
cotton,138,88,86,6.81,22.01,1501.19,57.8,19.58,Loamy,1.56,10.26,16.81,Central,193,Kharif,Drip,78.05,0.36,4.37
cotton,83,76,122,7.33,20.91,347.72,44.66,35.52,Clay,1.46,10.23,8.28,Central,1931,Rabi,Canal,300.31,13.48,6.07
cotton,56,24,125,7.84,15.95,1932.63,71.83,48.34,Clay,1.04,4.72,16.23,West,106,Zaid,Drip,324.13,13.47,8.68
cotton,126,59,138,6.66,38.52,392.03,66.54,62.81,Sandy,1.24,9.74,16.83,East,1424,Kharif,Canal,245.19,10.09,8.98
cotton,60,79,96,8.16,34.02,2530.74,82.09,53.69,Sandy,0.64,5.41,3.0,Central,2149,Rabi,Drip,138.06,1.82,6.43
cotton,46,23,105,7.74,19.35,1173.61,39.7,36.51,Loamy,0.55,4.96,4.11,Central,259,Kharif,Rainfed,336.11,5.92,8.72
cotton,61,26,25,7.76,11.69,850.11,38.92,17.8,Silt,1.26,4.77,3.59,West,998,Kharif,Drip,349.55,8.77,6.5
cotton,118,63,107,7.61,12.26,1432.1,88.28,25.66,Silt,0.47,8.27,9.42,North,1288,Zaid,Sprinkler,94.83,8.33,5.05
cotton,128,22,84,6.57,15.19,1279.87,71.53,21.73,Sandy,0.53,9.84,3.47,East,1698,Zaid,Sprinkler,100.62,20.52,6.69
cotton,158,61,20,6.63,17.78,659.83,43.11,60.91,Clay,1.32,5.32,1.12,East,378,Zaid,Rainfed,313.75,12.96,8.46
cotton,110,96,28,6.37,25.75,2750.22,60.2,48.72,Sandy,0.39,5.68,2.99,West,2033,Zaid,Drip,161.75,18.39,10.64
cotton,37,21,109,7.88,24.62,609.91,71.89,60.59,Loamy,0.81,7.85,15.38,East,842,Rabi,Canal,325.93,14.42,6.34
cotton,141,28,75,7.2,37.13,623.54,64.48,62.67,Silt,0.43,5.56,15.83,South,1359,Kharif,Sprinkler,197.3,10.2,7.08
cotton,48,94,131,7.51,23.38,1549.67,70.71,53.84,Loamy,0.69,6.37,14.09,South,1350,Rabi,Canal,274.37,9.93,7.74
cotton,119,69,65,7.69,23.9,765.69,42.47,36.48,Sandy,1.14,8.51,2.21,South,281,Zaid,Drip,254.42,3.67,9.14
cotton,68,72,74,6.82,36.08,2057.62,47.2,38.85,Sandy,0.7,5.06,6.15,East,780,Kharif,Canal,306.7,12.82,8.4
cotton,67,15,121,5.73,37.77,1580.01,50.88,47.04,Clay,1.14,7.21,7.62,Central,631,Zaid,Sprinkler,243.29,5.31,7.31
cotton,128,85,43,5.35,28.39,1979.12,42.17,35.7,Loamy,0.34,9.05,16.92,Central,1850,Kharif,Drip,260.81,7.08,9.59
cotton,149,36,67,7.1,16.2,586.76,57.35,45.18,Loamy,0.95,5.99,2.86,North,761,Zaid,Rainfed,259.17,8.79,8.33
cotton,42,16,148,7.21,38.81,445.24,85.14,19.8,Sandy,0.92,6.62,17.47,East,270,Kharif,Sprinkler,215.55,15.31,4.33
cotton,139,24,110,6.06,35.92,1967.65,39.59,33.33,Silt,0.36,10.47,2.82,East,1375,Zaid,Drip,255.47,21.55,7.87
cotton,83,84,95,7.41,24.53,866.62,47.71,42.19,Loamy,0.74,6.81,5.88,Central,451,Zaid,Canal,147.98,11.52,5.35
cotton,58,96,104,5.23,26.18,2696.01,85.15,20.11,Loamy,0.45,10.1,15.84,East,317,Rabi,Rainfed,274.94,4.78,9.25
cotton,107,70,82,7.72,34.85,2123.17,63.29,24.42,Loamy,1.27,9.53,15.41,East,2001,Kharif,Drip,284.1,2.01,6.67
cotton,64,81,31,5.52,22.14,974.73,85.66,24.28,Loamy,1.51,10.06,16.67,North,638,Rabi,Rainfed,225.86,18.61,6.34
cotton,122,54,71,7.58,15.68,1580.78,74.73,26.67,Sandy,0.58,5.83,10.49,North,1788,Kharif,Sprinkler,254.99,22.12,7.38
cotton,116,82,52,6.76,31.42,2586.34,69.2,46.65,Clay,0.98,9.27,6.72,East,714,Zaid,Sprinkler,64.26,5.3,6.61
cotton,36,92,133,7.08,25.9,2312.95,85.48,40.09,Clay,1.04,9.07,10.73,South,1973,Zaid,Sprinkler,167.09,15.08,8.46
cotton,110,52,133,5.62,25.37,1580.24,44.99,64.08,Loamy,1.03,7.17,7.66,Central,1777,Rabi,Drip,188.2,18.98,9.63
cotton,154,86,92,5.65,27.04,395.74,52.76,62.87,Silt,1.06,6.35,14.96,Central,1208,Kharif,Rainfed,180.28,12.76,5.52
cotton,64,70,56,5.81,25.24,1808.83,82.09,24.08,Clay,0.89,10.74,4.67,East,1453,Rabi,Canal,169.42,24.1,6.75
cotton,152,53,31,8.2,35.6,1236.27,42.48,40.55,Loamy,0.59,4.06,3.39,North,519,Zaid,Rainfed,335.67,1.35,9.1
cotton,72,15,75,7.39,33.92,330.54,89.89,33.84,Sandy,0.85,10.46,2.55,East,1471,Zaid,Rainfed,60.94,23.36,3.6
cotton,128,44,115,5.11,20.07,1101.55,69.27,24.27,Silt,1.45,7.54,4.3,West,1105,Kharif,Sprinkler,215.69,22.32,7.14
cotton,76,47,40,6.56,13.81,1224.36,45.6,53.28,Clay,0.5,4.93,16.41,West,148,Rabi,Sprinkler,60.9,15.89,7.51
cotton,68,58,147,6.16,34.54,1563.57,51.27,40.01,Sandy,0.59,10.72,8.94,Central,734,Kharif,Canal,90.15,7.82,5.72
